id,slug,name,datereleased,yearreleased,background_image,rating,metacritic,playtime,platforms,genres,description,vecdesc
16948,lethal-league,Lethal League,2014-08-27,2014,https://media.rawg.io/media/screenshots/65b/65b9b6c96f093df897d14844e7b60819_bcrhbi4.jpg,3.59,82.0,4,"PC, PlayStation, Xbox, Apple Macintosh, Linux","Action, Sports, Indie","Lethal League - the opportunity to express the most criminal desires. For example, to pierce the face of your opponent. But not directly - in the process of playing baseball. You can play six characters on seven rings. Anti-gravity ball with each stroke accelerates from the speed of the turtle to supersonic speed. Every fifth hit allows you to use a special trick. Each character in the reserve has a pair of very peculiar ways to drive the ball right into the opponent's face. For example, such techniques as acceleration or deceleration of the ball. As a result of using these techniques, the game can obviously become much shorter or stretch in time. There are three game modes. Online, estra and versus. Network mode tracks players with a legal copy of LL. This mode allows you to find an opponent with geolocation. Knowing the location of the proposed enemy, you can choose for the fight those whom you know. The second option ""extra"" allows you to compete with the computer, improve your playing skills and the speed of reaction to the ball flying towards the face. Also this option allows you to pump your team, opening new skill levels and increasing the palette of skins. The third option makes it possible to form teams for the game ""two vs two"", which gives dynamics to a murderous match.","Lethal League - the opportunity to express the most criminal desires. For example, to pierce the face of your opponent. But not directly - in the process of playing baseball. You can play six characters on seven rings. Anti-gravity ball with each stroke accelerates from the speed of the turtle to supersonic speed. Every fifth hit allows you to use a special trick. Each character in the reserve has a pair of very peculiar ways to drive the ball right into the opponent's face. For example, such techniques as acceleration or deceleration of the ball. As a result of using these techniques, the game can obviously become much shorter or stretch in time. There are three game modes. Online, estra and versus. Network mode tracks players with a legal copy of LL. This mode allows you to find an opponent with geolocation. Knowing the location of the proposed enemy, you can choose for the fight those whom you know. The second option ""extra"" allows you to compete with the computer, improve your playing skills and the speed of reaction to the ball flying towards the face. Also this option allows you to pump your team, opening new skill levels and increasing the palette of skins. The third option makes it possible to form teams for the game ""two vs two"", which gives dynamics to a murderous match."
16952,a-valley-without-wind,A Valley Without Wind,2012-04-23,2012,https://media.rawg.io/media/screenshots/a07/a07f409a223ac084b83d5d6e5dccc245.jpg,2.46,54.0,2,"PC, Apple Macintosh, Linux","Action, Adventure, Arcade, Indie","A 2D sidescroller without a linear path. An action game with tactical combat and citybuilding. An adventure game that lets you free-roam a vast, procedurally-generated world. A Valley Without Wind defies genre stereotypes. Unlike other procedurally-generated games, you also get a logical progression in difficulty, plus helpful tips and checklists to guide your travels (should you need them).Choose for yourself how to prepare to face the vastly stronger Overlord. Complete a variety of missions to earn new spells, and/or roam the wilds to uncover secret missions and stashes of magical crafting loot. Customize your characters with unique combinations of enchants and spells that change how you move, jump, and fight. Or rescue people and bring them back to your settlement so that they can then be sent on dispatch missions; you don't have to carry the burden of your fledgling civilization alone! You choose how to play, and the world adapts around you.Key features:Travel alone or with friends across an ever-expanding world of dangerous creatures, powerful magic, high technology, and mysteries. You have choice. The world of Environ is a procedurally generated sandbox, and lets you go anywhere you see -- including right into the overlord's keep at any time. (Good luck with that.) Environ is endless. When you save one continent from an overlord, a larger and more complex continent appears. The game adapts to how you play: as you demonstrate your proficiency, monsters and missions upgrade accordingly. Killed 100 bats? Okay, time for... bats on fire! Crazy amounts of character customization. Combine a multitude of spells, enchants, and equipment to create specialized character builds. Play as a long line of brave adventurers. It's not a question of IF your character is going to die, but WHEN. Any character that dies is permanently lost, but you keep all your inventory, enchants, and general progress in the game. Become a community leader. Rescue NPCs for your settlement, construct buildings for them, and improve their skill and mood -- then send them on dispatch missions to help you in return! Be a clever problem-solver. Challenges have more than one solution, each with its own pros and cons. You get to figure things out rather than just jumping through a set of hoops. Difficulty levels give exactly the challenge you want, from casual to hardcore on platforming, combat, and citybuilding independently. All owners of Valley 1 also get the much-improved sequel absolutely free! Valley 2 is out now, and features a different style of more-focused, non-sandbox play. Both games are quite distinct from one another, but you don’t have to choose between them -- both are yours for the price of one!","A 2D sidescroller without a linear path. An action game with tactical combat and citybuilding. An adventure game that lets you free-roam a vast, procedurally-generated world. A Valley Without Wind defies genre stereotypes. Unlike other procedurally-generated games, you also get a logical progression in difficulty, plus helpful tips and checklists to guide your travels (should you need them).Choose for yourself how to prepare to face the vastly stronger Overlord. Complete a variety of missions to earn new spells, and/or roam the wilds to uncover secret missions and stashes of magical crafting loot. Customize your characters with unique combinations of enchants and spells that change how you move, jump, and fight. Or rescue people and bring them back to your settlement so that they can then be sent on dispatch missions; you don't have to carry the burden of your fledgling civilization alone! You choose how to play, and the world adapts around you.Key features:Travel alone or with friends across an ever-expanding world of dangerous creatures, powerful magic, high technology, and mysteries. You have choice. The world of Environ is a procedurally generated sandbox, and lets you go anywhere you see -- including right into the overlord's keep at any time. (Good luck with that.) Environ is endless. When you save one continent from an overlord, a larger and more complex continent appears. The game adapts to how you play: as you demonstrate your proficiency, monsters and missions upgrade accordingly. Killed 100 bats? Okay, time for... bats on fire! Crazy amounts of character customization. Combine a multitude of spells, enchants, and equipment to create specialized character builds. Play as a long line of brave adventurers. It's not a question of IF your character is going to die, but WHEN. Any character that dies is permanently lost, but you keep all your inventory, enchants, and general progress in the game. Become a community leader. Rescue NPCs for your settlement, construct buildings for them, and improve their skill and mood -- then send them on dispatch missions to help you in return! Be a clever problem-solver. Challenges have more than one solution, each with its own pros and cons. You get to figure things out rather than just jumping through a set of hoops. Difficulty levels give exactly the challenge you want, from casual to hardcore on platforming, combat, and citybuilding independently. All owners of Valley 1 also get the much-improved sequel absolutely free! Valley 2 is out now, and features a different style of more-focused, non-sandbox play. Both games are quite distinct from one another, but you don’t have to choose between them -- both are yours for the price of one!"
16954,a-valley-without-wind-2,A Valley Without Wind 2,2013-02-18,2013,https://media.rawg.io/media/screenshots/f3e/f3e6bf18e20684019358932e7e0c032e.jpg,2.3,68.0,1,"PC, Apple Macintosh, Linux","Action, Adventure, Strategy, Arcade, Indie","A modern take on the 16-bit era, A Valley Without Wind 2 blends a variety of mechanics across multiple genres, seamlessly bringing together the best qualities of old-school platform-shooters and turn-based strategy games. You choose how and where to explore via the world map, how to upgrade your character via mage classes, feats, and perks that you unlock, and how to battle the forces of evil every step of the way. Your character is a mage who has infiltrated the inner circle of the evil Demonaica, and you now share the power of immortality that he uses to terrorize the land. Using this power against him, it's time to lead an uprising and ultimately bring him and his henchmen back to mortality so that they can be dispatched.Gameplay alternates between two modes that complement each other: brief, tightly-designed platforming segments where your character customization and equipment can be tuned to meet the tactical needs of the current stage; and quick strategic turns on the world map where you order your troops to fight, scavenge, build, recruit, farm, and use special powers. Demonaica and his armies pursue your forces directly on the world map, while his five henchmen have been sent to recapture you in the platforming segments.Your immortality came at great personal cost, but it makes you the one last hope of saving the world from darkness.Key Features:Platforming and Turn-Based Strategy Coupled Together: Flip back and forth between your own adventure, and the progress of the resistance you're in charge of. Freely adjust difficulty levels for both to tailor the experience to your own personal playstyle. Both sides of the game can be quite easy or incredibly hard.More Tactile Combat:The physics of movement and attacks have been completely redone from the first title, with more traditional gamepad and keyboard support. Spells have mass and can block each other, leading to many interesting tactical situations in the platforming segments. Vastly Improved Visuals:Fully redone artwork by Heavy Cat Studios, including 125 all-new monsters, 200 spells, and lots more.Focused Gameplay Arc:Unlike the endless sandbox-style first game, this complete re-imagining has a distinct beginning, middle, and end.Procedurally Generated Worlds:Each world is a unique challenge, leading to excellent replay value once you do beat the game!Co-Op Multiplayer:Bring along as many friends as you like on your journey, depending on your connection speed. 2-8 players recommended on most Internet connections; many more on LAN. See Just How Deep An Arcen-style Rabbit-Hole Goes:After dozens of hours you still haven't seen it all: 50 mage classes in 5 tiers, 200 spells, 125 enemies, 14 biomes, 100+ types of world map tiles, 64 character customization perks, 100ks of procedural equipment possibilities.Extra Challenges For Expert Players:String together flawless kills to earn ""concentration"" and become even stronger. Beat the game on harder difficulties to earn rare achievements.Get The Original Game For Free!The original game was unique and experimental, and it comes included absolutely free when you buy the sequel.","A modern take on the 16-bit era, A Valley Without Wind 2 blends a variety of mechanics across multiple genres, seamlessly bringing together the best qualities of old-school platform-shooters and turn-based strategy games. You choose how and where to explore via the world map, how to upgrade your character via mage classes, feats, and perks that you unlock, and how to battle the forces of evil every step of the way. Your character is a mage who has infiltrated the inner circle of the evil Demonaica, and you now share the power of immortality that he uses to terrorize the land. Using this power against him, it's time to lead an uprising and ultimately bring him and his henchmen back to mortality so that they can be dispatched.Gameplay alternates between two modes that complement each other: brief, tightly-designed platforming segments where your character customization and equipment can be tuned to meet the tactical needs of the current stage; and quick strategic turns on the world map where you order your troops to fight, scavenge, build, recruit, farm, and use special powers. Demonaica and his armies pursue your forces directly on the world map, while his five henchmen have been sent to recapture you in the platforming segments.Your immortality came at great personal cost, but it makes you the one last hope of saving the world from darkness.Key Features:Platforming and Turn-Based Strategy Coupled Together: Flip back and forth between your own adventure, and the progress of the resistance you're in charge of. Freely adjust difficulty levels for both to tailor the experience to your own personal playstyle. Both sides of the game can be quite easy or incredibly hard.More Tactile Combat:The physics of movement and attacks have been completely redone from the first title, with more traditional gamepad and keyboard support. Spells have mass and can block each other, leading to many interesting tactical situations in the platforming segments. Vastly Improved Visuals:Fully redone artwork by Heavy Cat Studios, including 125 all-new monsters, 200 spells, and lots more.Focused Gameplay Arc:Unlike the endless sandbox-style first game, this complete re-imagining has a distinct beginning, middle, and end.Procedurally Generated Worlds:Each world is a unique challenge, leading to excellent replay value once you do beat the game!Co-Op Multiplayer:Bring along as many friends as you like on your journey, depending on your connection speed. 2-8 players recommended on most Internet connections; many more on LAN. See Just How Deep An Arcen-style Rabbit-Hole Goes:After dozens of hours you still haven't seen it all: 50 mage classes in 5 tiers, 200 spells, 125 enemies, 14 biomes, 100+ types of world map tiles, 64 character customization perks, 100ks of procedural equipment possibilities.Extra Challenges For Expert Players:String together flawless kills to earn ""concentration"" and become even stronger. Beat the game on harder difficulties to earn rare achievements.Get The Original Game For Free!The original game was unique and experimental, and it comes included absolutely free when you buy the sequel."
16969,offspring-fling,Offspring Fling!,2012-03-30,2012,https://media.rawg.io/media/screenshots/dd5/dd5264ce0b5c7dc464f923b2f85c9091.jpg,2.47,79.0,2,"PC, Apple Macintosh","Adventure, Indie","The side project turned game A puzzle game from independent developer Kyle Pulver created on the FlashPunk engine. The game was released on Microsoft Window, Mac OS and Linux in the spring of 2012. The project began as a side-project for a developer from Arizona, which in the development process has become a full-fledged game. 100 puzzles are available for completion within the story campaign, and an additional 20 bonus levels that open after meeting all the conditions To do so the game requires the player a clear platforming skill from the player. The project is played with a sense of nostalgia: the gameplay and control are very similar to those used in the classic platformers from the 90's. The Russian way The protagonist is an unfortunate forest creature who accidentally lost all of his children and is now trying to get them all back. The game motivates players to replay it - after completing the level, the game creates a ghost version of the player. Critics noted the amount of work that Kyle Pulver did, noting that 15-20 years before the release of the game, would require a huge studio, and the game itself would appear on several covers of gaming media. But times have changed, and in 2012 the developer laid out the game on the Internet without much fuzz. The game, however, does not involve liberty in completion - for each puzzle, there is only one correct option.","The side project turned game A puzzle game from independent developer Kyle Pulver created on the FlashPunk engine. The game was released on Microsoft Window, Mac OS and Linux in the spring of 2012. The project began as a side-project for a developer from Arizona, which in the development process has become a full-fledged game. 100 puzzles are available for completion within the story campaign, and an additional 20 bonus levels that open after meeting all the conditions To do so the game requires the player a clear platforming skill from the player. The project is played with a sense of nostalgia: the gameplay and control are very similar to those used in the classic platformers from the 90's. The Russian way The protagonist is an unfortunate forest creature who accidentally lost all of his children and is now trying to get them all back. The game motivates players to replay it - after completing the level, the game creates a ghost version of the player. Critics noted the amount of work that Kyle Pulver did, noting that 15-20 years before the release of the game, would require a huge studio, and the game itself would appear on several covers of gaming media. But times have changed, and in 2012 the developer laid out the game on the Internet without much fuzz. The game, however, does not involve liberty in completion - for each puzzle, there is only one correct option."
16972,200-mixed-juice,200% Mixed Juice!,2015-10-23,2015,https://media.rawg.io/media/screenshots/1b4/1b47e2036af844b37876e0f75e2a0cc7.jpg,1.98,,2,PC,"Adventure, RPG, Indie","At certain points in time and space, many fun worlds exist. Each world was created by a smart little fairy named Navi for the sake of the sleeping princess with nothing to do. A world where you're able to experience a lively school life.A world where you can see the skies crowded with airplanes.A world that has fallen to ruin from endless wars...It's time for the sleeping princess to wake up and start her adventures in those worlds.Features:Over 80 characters to do battle withCutting-edge graphics to amaze your friends and neighbors withA stunning digital soundtrackOnline multiplayer","At certain points in time and space, many fun worlds exist. Each world was created by a smart little fairy named Navi for the sake of the sleeping princess with nothing to do. A world where you're able to experience a lively school life.A world where you can see the skies crowded with airplanes.A world that has fallen to ruin from endless wars...It's time for the sleeping princess to wake up and start her adventures in those worlds.Features:Over 80 characters to do battle withCutting-edge graphics to amaze your friends and neighbors withA stunning digital soundtrackOnline multiplayer"
16974,samorost-2,Samorost 2,2005-12-08,2005,https://media.rawg.io/media/screenshots/246/24654e315cc125395170b88573d6f96a.jpg,3.87,,1,"PC, Apple Macintosh, Linux","Adventure, Casual, Family, Indie","Samorost was a tiny flash game made by a web-design agency Amanita Design, and the sequel was highly requested by the players who were interested in surreal visuals. So Samorost 2 brings back the Gnome, who now has to bring his kidnapped dog back home after completing different environmental puzzles. The game’s story takes the player through the mix of locations that combine futuristic designs and imagery with organic nature settings. As a point and click adventure, Samorost 2 takes the description literally, and there will be no active inventory, and all of the puzzles will be solved by the items presented on the screen, where players will have to click on the objects in the correct order or with the precise timing to solve a puzzle and move to the next screen. This installment of the series includes an original ambient soundtrack by Tomas Dvorak, who received the Original Sound award at the Flashforward Film Festival 2006.","Samorost was a tiny flash game made by a web-design agency Amanita Design, and the sequel was highly requested by the players who were interested in surreal visuals. So Samorost 2 brings back the Gnome, who now has to bring his kidnapped dog back home after completing different environmental puzzles. The game’s story takes the player through the mix of locations that combine futuristic designs and imagery with organic nature settings. As a point and click adventure, Samorost 2 takes the description literally, and there will be no active inventory, and all of the puzzles will be solved by the items presented on the screen, where players will have to click on the objects in the correct order or with the precise timing to solve a puzzle and move to the next screen. This installment of the series includes an original ambient soundtrack by Tomas Dvorak, who received the Original Sound award at the Flashforward Film Festival 2006."
16990,mount-your-friends,Mount Your Friends,2014-07-29,2014,https://media.rawg.io/media/screenshots/cd3/cd3ef14c10c1e66df8fcc0847e044250.jpg,3.47,,3,PC,"Simulation, Sports, Indie","Experience the extreme simulated sporting sensation that's sweeping our digital nation! Mount Your Friends is a fiercely competitive sporting event for you to play with your friends in the contextual security of your own home, assuming that your home is not composed of sexual innuendo. If it is, we may suggest buying a new home or at least getting the current one cleaned professionally. Mount Your Friends is a physics based competitive climbing game where what you climb is each other. Players take turns climbing to the top of a tower of previous climbers (and a goat) working to become the new highest point before time runs out. If you run out of time before reaching the top, you're eliminated. It's simple to get into, but difficulty to master. Adept competitors can create massive towers by flinging themselves faster than simple climbing methods can attain. Of course, you may also end up just falling all the way down a tower if you miss!","Experience the extreme simulated sporting sensation that's sweeping our digital nation! Mount Your Friends is a fiercely competitive sporting event for you to play with your friends in the contextual security of your own home, assuming that your home is not composed of sexual innuendo. If it is, we may suggest buying a new home or at least getting the current one cleaned professionally. Mount Your Friends is a physics based competitive climbing game where what you climb is each other. Players take turns climbing to the top of a tower of previous climbers (and a goat) working to become the new highest point before time runs out. If you run out of time before reaching the top, you're eliminated. It's simple to get into, but difficulty to master. Adept competitors can create massive towers by flinging themselves faster than simple climbing methods can attain. Of course, you may also end up just falling all the way down a tower if you miss!"
16999,dusk,DUSK,2018-11-09,2018,https://media.rawg.io/media/games/613/6131ede941efcfbb0858e80b2f4ec6bc.jpg,4.33,,3,"PC, Nintendo","Action, Indie","In three distinct campaign episodes hand-crafted from straight outta the 90’s, players battle through an onslaught of mystical backwater cultists, possessed militants and even darker forces and attempt to discover just what lurks beneath the earth. Featuring a vast arsenal of badass weaponry including saw blades, dual-wielded shotguns from 1887 and an incredibly necessary grenade launcher, DUSK is unapologetic retro action from start to finish. In addition to the main campaign, DUSK features an Endless Survival Mode, putting you front and center of wave after wave of enemies. For those looking for an extra challenge, DUSK offers the chance to go head to head online to battle your friends in arena multiplayer, where darkness hosts the worst of humanity in surprising new ways.","In three distinct campaign episodes hand-crafted from straight outta the 90’s, players battle through an onslaught of mystical backwater cultists, possessed militants and even darker forces and attempt to discover just what lurks beneath the earth. Featuring a vast arsenal of badass weaponry including saw blades, dual-wielded shotguns from 1887 and an incredibly necessary grenade launcher, DUSK is unapologetic retro action from start to finish. In addition to the main campaign, DUSK features an Endless Survival Mode, putting you front and center of wave after wave of enemies. For those looking for an extra challenge, DUSK offers the chance to go head to head online to battle your friends in arena multiplayer, where darkness hosts the worst of humanity in surprising new ways."
17004,woodle-tree-adventures,Woodle Tree Adventures,2016-03-02,2016,https://media.rawg.io/media/screenshots/1a4/1a48ea96c60737594422c75e7c3af3a2.jpg,1.91,,3,"PC, Xbox, Apple Macintosh, Linux, Nintendo","Action, Adventure, Indie","The hero of this game is a small tree that can independently travel, walk and jump, carry useful things in its backpack and do various useful things. The main purpose of his travels and research is to find the tears of fairies. These tears can quench the thirst of the whole world, bring harmony and balance. Travel and search is at different levels. There are six levels. Each level offers several platforms and objects. The player can meet different magical creatures - and they will have to fight! The player has a weapon - he can swing his magic leaf.","The hero of this game is a small tree that can independently travel, walk and jump, carry useful things in its backpack and do various useful things. The main purpose of his travels and research is to find the tears of fairies. These tears can quench the thirst of the whole world, bring harmony and balance. Travel and search is at different levels. There are six levels. Each level offers several platforms and objects. The player can meet different magical creatures - and they will have to fight! The player has a weapon - he can swing his magic leaf."
17013,lucius,Lucius,2012-10-25,2012,https://media.rawg.io/media/games/679/67900b47263413bd65fc0032ad966e0b.jpg,3.12,59.0,4,PC,"Action, Adventure, Indie","06.06.1966 - an unusual number of sixes on this date, perhaps, somehow affected the character of one boy, born that day - Lucius. And certainly his character was influenced by the fact that his father is Lucifer himself, who on the sixth day after birth informed the boy that he had prepared many gifts for him. But to get these gifts, the boy needs a little work. Namely - to finish off everyone who lives with the boy in the same house or just inappropriately appeared next to him. This is a lot of people - twenty. Most different, from butlers and gardeners to reporters, priests and police. Papa Lucifer did not make any special demands, he was soft with his son - he did not order any special methods of murder, he agreed to any. But life is unpredictable, and the boy had to often retreat from simple scenarios, acting very ingeniously. On the other hand, he already had some of the unusual gifts - for example, telekinesis, pyrokinesis, the ability to subordinate someone else's will.","06.06.1966 - an unusual number of sixes on this date, perhaps, somehow affected the character of one boy, born that day - Lucius. And certainly his character was influenced by the fact that his father is Lucifer himself, who on the sixth day after birth informed the boy that he had prepared many gifts for him. But to get these gifts, the boy needs a little work. Namely - to finish off everyone who lives with the boy in the same house or just inappropriately appeared next to him. This is a lot of people - twenty. Most different, from butlers and gardeners to reporters, priests and police. Papa Lucifer did not make any special demands, he was soft with his son - he did not order any special methods of murder, he agreed to any. But life is unpredictable, and the boy had to often retreat from simple scenarios, acting very ingeniously. On the other hand, he already had some of the unusual gifts - for example, telekinesis, pyrokinesis, the ability to subordinate someone else's will."
17022,revenge-of-the-titans,Revenge of the Titans,2010-12-14,2010,https://media.rawg.io/media/screenshots/ca3/ca31ca841afd79e9af9eeea0592b0e2f.jpg,2.98,79.0,2,"PC, Apple Macintosh, Linux","Action, Strategy, Indie","Revenge of the Titans is a sequel to Titan Attacks! In the previous game, aliens who arrived from Titan on huge spacecraft to destroy us, were successfully stopped. But they flew again - to avenge the defeat. This time they prepared a full-scale landing on the surface of the planet. We have nothing left but to play the invisible commander of all the forces of mankind, to throw out the enemies and destroy them not only on our land, but also on their own planet Titan. Like its predecessor, the game is built around the same principle - the defense of the ""tower"", the command center. The goal of each level is to protect the command center from destruction. The Titans are trying to destroy the tower. And they do it for several dozen missions, the action of which unfolds on many planets. For defense, you can take a variety of actions. You can fight with various weapons, you can build buildings for various purposes, use the technologies that are to be opened. For all this, resources are needed, they must be extracted and their consumption calculated. Enemies are diverse, in addition to ordinary ""aliens"" there are super-powerful bosses - to win they have to invent special strategies.","Revenge of the Titans is a sequel to Titan Attacks! In the previous game, aliens who arrived from Titan on huge spacecraft to destroy us, were successfully stopped. But they flew again - to avenge the defeat. This time they prepared a full-scale landing on the surface of the planet. We have nothing left but to play the invisible commander of all the forces of mankind, to throw out the enemies and destroy them not only on our land, but also on their own planet Titan. Like its predecessor, the game is built around the same principle - the defense of the ""tower"", the command center. The goal of each level is to protect the command center from destruction. The Titans are trying to destroy the tower. And they do it for several dozen missions, the action of which unfolds on many planets. For defense, you can take a variety of actions. You can fight with various weapons, you can build buildings for various purposes, use the technologies that are to be opened. For all this, resources are needed, they must be extracted and their consumption calculated. Enemies are diverse, in addition to ordinary ""aliens"" there are super-powerful bosses - to win they have to invent special strategies."
17037,monaco-whats-yours-is-mine,Monaco: What's Yours Is Mine,2013-04-24,2013,https://media.rawg.io/media/screenshots/4f4/4f4722571e32954af43a4508607c1748.jpg,3.0,83.0,3,"PC, Xbox, Apple Macintosh, Linux","Action, Strategy, Casual, Indie","Monaco: What’s Yours Is Mine is a top-down stealth and action game, which provides players with both single and multiplayer experience. The main storyline is divided into four parts: the first three follow the characters, while the last one is played for the police side. To start another “big score” players have to select one of eight available characters. Each character has different skills and special abilities, so the squad should be appropriately chosen in advance. From the very beginning, players are able to assume the roles of four criminals: the Locksmith, the Cleaner, the Lookout, and the Pickpocket. The remaining four – the Mole, the Gentleman, the Redhead, and the Hacker – will be unlocked during the further game progress. The gameplay is about completing levels in multiple ways depending on the players’ character choice. Monaco: What’s Yours Is Mine gives an opportunity to dive into the crime world and participate in heists and robberies throughout the world alone or in co-operation up to four players.","Monaco: What’s Yours Is Mine is a top-down stealth and action game, which provides players with both single and multiplayer experience. The main storyline is divided into four parts: the first three follow the characters, while the last one is played for the police side. To start another “big score” players have to select one of eight available characters. Each character has different skills and special abilities, so the squad should be appropriately chosen in advance. From the very beginning, players are able to assume the roles of four criminals: the Locksmith, the Cleaner, the Lookout, and the Pickpocket. The remaining four – the Mole, the Gentleman, the Redhead, and the Hacker – will be unlocked during the further game progress. The gameplay is about completing levels in multiple ways depending on the players’ character choice. Monaco: What’s Yours Is Mine gives an opportunity to dive into the crime world and participate in heists and robberies throughout the world alone or in co-operation up to four players."
17056,gratuitous-space-battles,Gratuitous Space Battles,2009-11-04,2009,https://media.rawg.io/media/screenshots/033/0337cfc5238f94dfc643966568a84670.jpg,2.57,72.0,3,"PC, Apple Macintosh, Linux","Strategy, Simulation, Indie","Gratuitous Space Battles is a mix of real-time strategy and tactics of Tower Defense, altogether featuring a science-fiction setting of space warfare. The players find themselves taking the role of the high command of the space fleet, where your strategic placement of each ship and carefully prepared tactics ensures victory in the upcoming battle. The battles, as the name implies, lack any backstory whatsoever, as the game presents them as different skirmish maps. Different surroundings and different fleet compositions help achieve victory, but the enemy also uses environmental hazards as the means of preventing the player from winning. The battlefield is non-interactable, which means the player has to plan each movement. The game features a multiplayer mode, where players can battle each other using their customized ships, with different upgrades allowing to gain an edge over the enemy. The stunning 2D graphics ensure that the look of each ship type is unique and memorable, and the battle itself shines with colorful explosions, laser beams everywhere and almost realistic crashes of defeated spacecraft.","Gratuitous Space Battles is a mix of real-time strategy and tactics of Tower Defense, altogether featuring a science-fiction setting of space warfare. The players find themselves taking the role of the high command of the space fleet, where your strategic placement of each ship and carefully prepared tactics ensures victory in the upcoming battle. The battles, as the name implies, lack any backstory whatsoever, as the game presents them as different skirmish maps. Different surroundings and different fleet compositions help achieve victory, but the enemy also uses environmental hazards as the means of preventing the player from winning. The battlefield is non-interactable, which means the player has to plan each movement. The game features a multiplayer mode, where players can battle each other using their customized ships, with different upgrades allowing to gain an edge over the enemy. The stunning 2D graphics ensure that the look of each ship type is unique and memorable, and the battle itself shines with colorful explosions, laser beams everywhere and almost realistic crashes of defeated spacecraft."
17066,consortium,CONSORTIUM,2014-01-08,2014,https://media.rawg.io/media/screenshots/4c7/4c717d1808ea116b8c938189432a7c4c.jpg,2.74,,4,PC,"Action, Adventure, RPG, Indie","The Consortium is the first person shooter RPG, which takes place on the futuristic ship Zenlil. The period for the world of the game is the middle of the 21st century, the time in which all the armed forces were dissolved, and the law-enforcement function was assigned to the police under the name Consortium. The hierarchy on the ship is similar to chess. The player takes control over one of the crew members - Bishop 6, an elite soldier. This is the first part of the trilogy. The structure of the plot of the game is often compared with Mass Effect Trilogy - because of the story branches, each playthrough differs from the previous one. A detailed background - the developers claim about 150 000 words in the script - only enhances the effect. Also note the unusual implementation of the dialogue tree: the developers sought to recreate lifelike conversations, each response changes the attitude of the NPCs to the main character. In total, more than 20 characters are available for communication, and the soundtrack of the game was written by the famous composer Jeremy Soule, who worked on such games as The Elder Scrolls V, Company of Heroes and Guild Wars.","The Consortium is the first person shooter RPG, which takes place on the futuristic ship Zenlil. The period for the world of the game is the middle of the 21st century, the time in which all the armed forces were dissolved, and the law-enforcement function was assigned to the police under the name Consortium. The hierarchy on the ship is similar to chess. The player takes control over one of the crew members - Bishop 6, an elite soldier. This is the first part of the trilogy. The structure of the plot of the game is often compared with Mass Effect Trilogy - because of the story branches, each playthrough differs from the previous one. A detailed background - the developers claim about 150 000 words in the script - only enhances the effect. Also note the unusual implementation of the dialogue tree: the developers sought to recreate lifelike conversations, each response changes the attitude of the NPCs to the main character. In total, more than 20 characters are available for communication, and the soundtrack of the game was written by the famous composer Jeremy Soule, who worked on such games as The Elder Scrolls V, Company of Heroes and Guild Wars."
17082,ink,INK,2015-08-05,2015,https://media.rawg.io/media/screenshots/213/213a68b31610ab16829d2707f0a6387e.jpg,2.84,68.0,3,"PC, PlayStation, Xbox, Apple Macintosh, Linux, Nintendo","Action, Adventure, Indie","INK is a fast-paced platformer about using colorful paint to uncover your surroundings.INK has a similar feel to hardcore platformers like Super Meat Boy. The object of each level is to defeat all of the enemies in the room (if any) and reach the goal. However, the terrain is invisible to the player. The player can discover terrain by physically bumping into it, or by performing a double jump. The double jump sprays paint bullets out of the player and increases the player’s awareness of their surroundings. If the player happens to bump into spikes or falls to their death, paint will also shoot out from the player’s last position. The room isn’t wiped clean after death so that the player has an easier time navigating after multiple attempts! This expanded Steam version includes new mechanics, Boss encounters to provide a nice challenge and a change of pace.Deluxe EditionThe Deluxe Edition includes a copy of INK plus the Soundtrack + Art DLC all in one place!Key Features75 platforming levels to test your skillsDefeat challenging Bosses!Jump on enemies to open the exit portalExplore levels by painting them with your double jump or, well, dying. Death has never been so useful!Experience the game’s tight and responsive controls that don’t make you feel cheated when you die","INK is a fast-paced platformer about using colorful paint to uncover your surroundings.INK has a similar feel to hardcore platformers like Super Meat Boy. The object of each level is to defeat all of the enemies in the room (if any) and reach the goal. However, the terrain is invisible to the player. The player can discover terrain by physically bumping into it, or by performing a double jump. The double jump sprays paint bullets out of the player and increases the player’s awareness of their surroundings. If the player happens to bump into spikes or falls to their death, paint will also shoot out from the player’s last position. The room isn’t wiped clean after death so that the player has an easier time navigating after multiple attempts! This expanded Steam version includes new mechanics, Boss encounters to provide a nice challenge and a change of pace.Deluxe EditionThe Deluxe Edition includes a copy of INK plus the Soundtrack + Art DLC all in one place!Key Features75 platforming levels to test your skillsDefeat challenging Bosses!Jump on enemies to open the exit portalExplore levels by painting them with your double jump or, well, dying. Death has never been so useful!Experience the game’s tight and responsive controls that don’t make you feel cheated when you die"
